id,label,pred,proba,error,kind,demographic_restriction,severity_restriction,negation_in_protocol,missing_sex_field,missing_age_field,missing_icd_field,annotation_ambiguous,rare_guideline,protocol_len,missing_structured_fields
416,1,1,0.9715433694553886,False,correct,False,True,True,False,False,False,False,False,5963,False
345,1,1,0.599454021610635,False,correct,False,False,True,False,False,False,False,False,6276,False
718,1,1,0.9295330953886642,False,correct,False,False,True,False,False,False,False,False,32765,False
656,1,1,0.7374290620229763,False,correct,False,False,True,False,False,False,False,False,9107,False
108,0,0,0.3045909291783611,False,correct,False,False,True,True,True,True,False,False,4346,True
727,1,1,0.5975997836589718,False,correct,False,False,True,False,False,False,False,False,5424,False
736,1,1,0.7872380097969564,False,correct,False,False,True,False,False,False,False,False,32765,False
498,1,1,0.746877725570303,False,correct,False,False,True,False,False,False,False,False,32765,False
550,1,0,0.2902651359950575,True,FN,False,False,True,False,False,False,False,False,7485,False
824,1,1,0.9681471760500856,False,correct,False,True,False,False,False,False,False,False,597,False
794,1,1,0.6323131285288652,False,correct,False,False,True,False,False,False,False,False,26986,False
816,0,0,0.0714087772868871,False,correct,False,False,True,False,False,False,False,False,26986,False
844,1,1,0.7909719292914039,False,correct,False,False,True,False,False,False,False,False,8580,False
818,0,0,0.4707793273664534,False,correct,False,False,True,False,False,False,False,False,26986,False
92,1,1,0.7848289350593224,False,correct,True,False,True,True,True,True,False,False,2253,True
276,1,0,0.4239528839270069,True,FN,False,False,True,False,False,False,False,False,5014,False
797,0,0,0.2086820719368579,False,correct,False,False,True,False,False,False,False,False,2059,False
341,0,0,0.4877494888624779,False,correct,False,False,True,False,False,False,False,False,3640,False
582,1,1,0.9567708111701738,False,correct,False,False,True,False,False,False,False,False,32765,False
344,1,1,0.5696344975873727,False,correct,False,False,True,False,False,False,False,False,5942,False
807,0,0,0.3187217647355738,False,correct,False,False,True,False,False,False,False,False,4790,False
97,1,1,0.7996377887360357,False,correct,True,False,True,True,True,True,False,False,2335,True
752,1,0,0.2629554558570101,True,FN,False,False,True,False,False,False,False,False,4769,False
445,1,1,0.7542552719020448,False,correct,False,False,True,False,False,False,False,False,871,False
230,1,1,0.8047490786058269,False,correct,False,False,True,True,True,True,False,False,4417,True
568,1,1,0.9885039454590328,False,correct,False,False,True,False,False,False,False,False,4713,False
329,0,0,0.3482190457929551,False,correct,False,False,True,False,False,False,False,False,32765,False
840,0,0,0.2836678325929021,False,correct,False,False,True,False,False,False,False,False,8580,False
253,0,1,0.6184292994368574,True,FP,False,False,True,False,False,False,False,False,32765,False
214,1,1,0.9608432871637188,False,correct,False,False,True,True,True,True,False,False,4502,True
569,1,1,0.9616064538932192,False,correct,False,True,True,False,False,False,False,False,4713,False
354,0,0,0.1888001874782983,False,correct,False,False,True,False,False,False,False,False,32765,False
377,1,1,0.7262951819432384,False,correct,False,False,True,False,False,False,False,False,32765,False
744,1,1,0.836319126673516,False,correct,False,False,True,False,False,False,False,False,32765,False
162,1,1,0.7401079499006512,False,correct,False,False,True,True,True,True,False,False,1993,True
722,0,1,0.9846594090753028,True,FP,False,True,True,False,False,False,False,False,11252,False
699,0,1,0.6326004963910822,True,FP,False,False,True,False,False,False,False,False,6840,False
373,0,0,0.0024619402056395,False,correct,True,False,True,False,False,False,False,False,4865,False
544,1,1,0.9727085214686928,False,correct,False,True,True,False,False,False,False,False,7485,False
370,1,1,0.620093414329327,False,correct,False,False,True,False,False,False,False,False,1860,False
623,1,0,0.2561495338523149,True,FN,False,False,True,False,False,False,False,False,6332,False
539,0,0,0.4761094562928965,False,correct,False,False,True,False,False,False,False,False,32765,False
125,0,0,0.2306523379717177,False,correct,True,False,True,True,True,True,False,False,4333,True
687,1,1,0.7411046160666411,False,correct,False,False,True,False,False,False,False,False,32765,False
405,0,0,0.211431662613261,False,correct,False,False,True,False,False,False,False,False,32765,False
798,1,1,0.8892173338246502,False,correct,False,True,True,False,False,False,False,False,2059,False
829,0,0,0.0428508037339119,False,correct,False,False,True,False,False,False,False,False,2057,False
351,1,1,0.7622597577138959,False,correct,False,False,True,False,False,False,False,False,32765,False
602,0,0,0.0060749754991753,False,correct,True,False,True,False,False,False,False,False,3174,False
795,1,1,0.9210474730665588,False,correct,False,False,True,False,False,False,False,False,2059,False
98,1,1,0.849829609264437,False,correct,True,False,True,True,True,False,False,False,4176,True
617,1,1,0.9965714309927716,False,correct,False,True,True,False,False,False,False,False,6332,False
311,1,1,0.9834278204464624,False,correct,False,True,True,False,False,False,False,False,2131,False
115,0,0,0.3142357166504617,False,correct,False,False,True,True,True,True,False,False,4566,True
47,1,1,0.983219952832788,False,correct,False,False,True,True,True,True,False,False,3953,True
452,1,1,0.7555101496548391,False,correct,False,False,True,False,False,False,False,False,10042,False
172,1,1,0.9323009196088612,False,correct,False,False,True,True,True,True,False,False,4486,True
808,1,0,0.2229981611261841,True,FN,False,False,True,False,False,False,False,False,8127,False
34,1,1,0.9538183057525536,False,correct,False,False,True,True,True,True,False,False,3983,True
835,1,1,0.8395867964313379,False,correct,False,False,True,False,False,False,False,False,8580,False
87,0,0,0.39541845348085,False,correct,True,False,True,True,True,True,False,False,3551,True
437,1,1,0.9024802642226912,False,correct,False,False,True,False,False,False,False,False,7207,False
12,0,0,0.48766820957164,False,correct,False,False,True,True,True,True,False,True,2815,True
750,1,0,0.452832048445854,True,FN,False,False,True,False,False,False,False,False,4769,False
117,0,0,0.4911215520843683,False,correct,False,False,True,True,True,True,False,False,3978,True
268,1,1,0.6375909512510095,False,correct,False,False,True,False,False,False,False,False,1792,False
279,0,0,0.2785086065947057,False,correct,False,False,True,False,False,False,False,False,5014,False
603,1,1,0.6350180648671352,False,correct,False,False,True,False,False,False,False,False,1133,False
691,1,1,0.8354478393691406,False,correct,False,True,True,False,False,False,False,False,5738,False
747,0,0,0.4460674710690137,False,correct,False,False,True,False,False,False,False,False,4769,False
210,0,0,0.4321020372990916,False,correct,False,False,True,True,True,True,False,False,4529,True
90,1,1,0.534419617340822,False,correct,True,False,True,True,True,True,False,False,3812,True
242,1,1,0.5562197055624669,False,correct,True,False,True,True,True,False,False,False,3378,True
130,0,1,0.7540959743403268,True,FP,True,False,True,True,True,True,False,False,1264,True
845,1,1,0.9722663929197144,False,correct,False,False,True,False,False,False,False,False,10156,False
320,0,0,0.0269029120666673,False,correct,False,False,True,False,False,False,False,False,5019,False
179,1,1,0.9042912633084002,False,correct,False,False,True,True,True,True,False,False,4486,True
693,1,1,0.9628132482835796,False,correct,False,True,True,False,False,False,False,False,5738,False
496,1,0,0.493010632722391,True,FN,False,False,True,False,False,False,False,False,32765,False
237,1,1,0.5016095898452662,False,correct,False,False,True,True,True,False,False,False,2008,True
729,0,0,0.3626600378093338,False,correct,True,False,True,False,False,False,False,False,8235,False
177,0,1,0.532173257422623,True,FP,False,False,True,True,True,True,False,False,4486,True
40,1,1,0.8551933384812136,False,correct,False,False,True,True,True,True,False,False,3987,True
723,1,1,0.7936914394403887,False,correct,False,True,True,False,False,False,False,False,11252,False
613,1,1,0.850203137274288,False,correct,False,False,True,False,False,False,False,False,32765,False
292,1,0,0.2470500913307429,True,FN,False,False,False,False,False,False,False,False,1712,False
753,1,1,0.7235883174202262,False,correct,False,False,False,False,False,False,False,False,1460,False
260,1,1,0.9908999404263208,False,correct,False,False,True,False,False,False,False,False,2966,False
627,1,1,0.5589244734899289,False,correct,False,False,True,False,False,False,False,False,2007,False
834,1,1,0.8525432294619473,False,correct,False,False,True,False,False,False,False,False,8580,False
165,1,1,0.7581266269612332,False,correct,False,False,True,True,True,True,False,False,1942,True
180,1,1,0.9523164593444468,False,correct,False,False,True,True,True,True,False,False,4486,True
664,0,1,0.6707291310448567,True,FP,False,False,True,False,False,False,False,False,9107,False
611,1,0,0.4739603923518774,True,FN,False,False,True,False,False,False,False,False,32765,False
393,1,0,0.353512583864256,True,FN,False,False,True,False,False,False,False,False,7446,False
83,0,0,0.1628228452053125,False,correct,True,False,True,True,True,True,False,False,1219,True
383,0,0,0.1106848458964203,False,correct,False,False,True,False,False,False,False,False,32765,False
313,1,1,0.8317726379278634,False,correct,False,True,True,False,False,False,False,False,2131,False
596,1,1,0.987971908277557,False,correct,False,True,True,False,False,False,False,False,12278,False
838,0,0,0.4573192730457827,False,correct,False,False,True,False,False,False,False,False,8580,False
677,1,1,0.6925765686691784,False,correct,False,False,True,False,False,False,False,False,1332,False
133,1,0,0.2879144723962883,True,FN,True,False,True,True,True,True,False,False,1316,True
774,1,1,0.9687623346358692,False,correct,False,True,True,False,False,False,False,False,7209,False
628,0,1,0.535457884326888,True,FP,False,False,False,False,False,False,False,False,4166,False
517,1,1,0.9472913681101188,False,correct,False,False,True,False,False,False,False,False,2612,False
567,1,1,0.9283368664638746,False,correct,False,False,True,False,False,False,False,False,32765,False
11,1,1,0.7815863037546064,False,correct,True,False,True,True,True,True,False,False,4666,True
754,0,0,0.0354855995727387,False,correct,False,False,True,False,False,False,False,False,3373,False
561,1,1,0.6486137914542609,False,correct,False,False,True,False,False,False,False,False,32765,False
335,1,1,0.8855374657036341,False,correct,False,False,True,False,False,False,False,False,3640,False
688,1,1,0.8505750220400878,False,correct,False,False,True,False,False,False,False,False,32765,False
434,1,0,0.4806341047894324,True,FN,False,False,True,False,False,False,False,False,32765,False
458,0,0,0.1415257456051007,False,correct,False,False,True,False,False,False,False,False,10042,False
15,1,1,0.9851981183622516,False,correct,False,False,True,True,True,True,False,False,3854,True
740,0,0,0.4799949467730448,False,correct,False,False,True,False,False,False,False,False,32765,False
663,1,1,0.5661869825078809,False,correct,False,False,True,False,False,False,False,False,9107,False
776,1,0,0.3885180598387054,True,FN,False,False,True,False,False,False,False,False,7209,False
724,0,0,0.2605575802649251,False,correct,False,False,True,False,False,False,False,False,11252,False
52,1,1,0.91410502087203,False,correct,False,False,True,True,True,True,False,False,3953,True
182,1,1,0.977776409995977,False,correct,False,False,True,True,True,True,False,False,4498,True
540,1,1,0.9099228474241694,False,correct,False,False,True,False,False,False,False,False,32765,False
418,1,0,0.4285023476959851,True,FN,False,False,True,False,False,False,False,False,5963,False
109,0,0,0.3278994132533114,False,correct,False,False,True,True,True,True,False,False,4346,True
530,1,1,0.5261940128852952,False,correct,False,False,True,False,False,False,False,False,2473,False
810,1,1,0.6917813452968806,False,correct,False,False,True,False,False,False,False,False,26986,False
174,1,1,0.6226162444890656,False,correct,False,False,True,True,True,True,False,False,4486,True
514,0,0,0.0655956245629571,False,correct,False,False,True,False,False,False,False,False,3202,False
489,0,0,0.0449178659686926,False,correct,False,False,True,False,False,False,False,False,5376,False
572,1,1,0.9476996502805682,False,correct,False,True,True,False,False,False,False,False,4713,False
66,1,1,0.9402230810009712,False,correct,False,False,True,True,True,True,False,False,3859,True
796,1,1,0.926173805487319,False,correct,False,True,True,False,False,False,False,False,2059,False
490,0,0,0.003683766980751,False,correct,True,False,True,False,False,False,False,False,5376,False
598,0,0,0.4104872848143376,False,correct,False,False,True,False,False,False,False,False,12278,False
650,0,0,0.056530275765241,False,correct,False,False,True,False,False,False,False,False,3665,False
173,1,1,0.7543186210439257,False,correct,False,False,True,True,True,True,False,False,4486,True
164,1,1,0.8428480417606162,False,correct,False,False,True,True,True,True,False,False,1942,True
158,1,1,0.8352996229102172,False,correct,False,False,True,True,True,True,False,False,2049,True
389,0,0,0.2078073460317308,False,correct,False,False,True,False,False,False,False,False,7446,False
264,1,1,0.9676791896588824,False,correct,False,True,True,False,False,False,False,False,2966,False
493,1,1,0.946546822998443,False,correct,False,False,True,False,False,False,False,False,32765,False
644,1,1,0.9655229450540774,False,correct,False,True,True,False,False,False,False,False,5606,False
444,0,0,0.1945383153173498,False,correct,False,False,True,False,False,False,False,False,7207,False
470,1,1,0.7291371776295741,False,correct,False,False,True,False,False,False,False,False,871,False
208,1,1,0.8048183468439786,False,correct,False,False,True,True,True,True,False,False,4529,True
323,1,0,0.3146323984633771,True,FN,False,False,True,False,False,False,False,False,7570,False
261,1,1,0.9902197135007088,False,correct,False,True,True,False,False,False,False,False,2966,False
735,1,1,0.9016462820317632,False,correct,False,False,True,False,False,False,False,False,32765,False
145,0,0,0.3646819593147229,False,correct,False,False,True,True,True,True,False,False,2447,True
507,1,1,0.5540619843963387,False,correct,False,True,True,False,False,False,False,False,2390,False
103,1,1,0.8488817100680615,False,correct,True,False,True,True,True,False,False,False,4097,True
120,0,0,0.4874899277831751,False,correct,False,False,True,True,True,True,False,False,3881,True
642,0,0,0.2196141159849404,False,correct,False,False,True,False,False,False,False,False,5606,False
503,1,1,0.9433425000941452,False,correct,False,False,True,False,False,False,False,False,32765,False
146,1,0,0.3839273490907339,True,FN,False,False,True,True,True,True,False,False,2144,True
154,1,1,0.730814539156425,False,correct,False,False,True,True,True,True,False,False,2090,True
768,1,0,0.4707793273664534,True,FN,False,False,True,False,False,False,False,False,26986,False
74,1,1,0.901574950122346,False,correct,False,False,True,True,True,True,False,False,3961,True
637,1,1,0.8814439693777512,False,correct,False,False,True,False,False,False,False,False,32765,False
431,0,0,0.3694309674721658,False,correct,False,False,True,False,False,False,False,False,32765,False
597,0,0,0.2641144110663236,False,correct,False,False,True,False,False,False,False,False,12278,False
398,0,0,0.0029707525772446,False,correct,True,False,True,False,False,False,False,False,4385,False
492,1,0,0.230506552809593,True,FN,False,False,True,False,False,False,False,False,5917,False
655,1,1,0.7977366044924763,False,correct,False,False,True,False,False,False,False,False,9107,False
684,1,1,0.6201142856739684,False,correct,False,False,True,False,False,False,False,False,32765,False
456,0,0,0.4718525098116011,False,correct,False,False,True,False,False,False,False,False,10042,False
538,0,1,0.6353576580400538,True,FP,False,False,True,False,False,False,False,False,32765,False
280,0,0,0.1002575790585239,False,correct,False,False,True,False,False,False,False,False,5014,False
275,1,1,0.7202190025391986,False,correct,False,False,True,False,False,False,False,False,5014,False
3,1,1,0.729215479673286,False,correct,True,False,True,True,True,False,False,False,3064,True
95,1,1,0.7810780044505191,False,correct,True,False,True,True,True,True,False,False,2098,True
363,1,1,0.9975182788142344,False,correct,False,True,True,False,False,False,False,False,3619,False
563,1,1,0.5398412940428886,False,correct,False,False,True,False,False,False,False,False,32765,False
353,1,1,0.6406058137269637,False,correct,False,False,True,False,False,False,False,False,32765,False
394,0,0,0.2434138178519128,False,correct,False,False,True,False,False,False,False,False,7446,False
118,1,0,0.2422631472141073,True,FN,False,False,True,True,True,True,False,False,3978,True
616,1,1,0.9763036418968624,False,correct,False,False,True,False,False,False,False,False,6332,False
455,0,0,0.30910982843234,False,correct,False,False,True,False,False,False,False,False,10042,False
73,1,1,0.8554977847359846,False,correct,False,False,True,True,True,True,False,False,3961,True
113,0,0,0.488747526337754,False,correct,False,False,True,True,True,True,False,False,4566,True
435,1,1,0.5929426582873375,False,correct,False,False,True,False,False,False,False,False,32765,False
595,1,1,0.7693671789566237,False,correct,False,True,True,False,False,False,False,False,12278,False
59,1,1,0.9911625479207968,False,correct,False,False,True,True,True,True,False,False,3859,True
605,1,1,0.946546822998443,False,correct,False,False,True,False,False,False,False,False,32765,False
54,1,1,0.6809794334769924,False,correct,False,False,True,True,True,True,False,False,3953,True
116,1,0,0.3130985093855625,True,FN,False,False,True,True,True,True,False,False,3978,True
791,0,0,0.0984414822706341,False,correct,False,False,True,False,False,False,False,False,26986,False
505,1,1,0.8852796845825341,False,correct,False,True,True,False,False,False,False,False,2390,False
543,1,1,0.9714493424105743,False,correct,False,False,True,False,False,False,False,False,7485,False
48,1,1,0.9874866528077638,False,correct,False,False,True,True,True,True,False,False,3953,True
686,0,0,0.2699351265670266,False,correct,False,False,True,False,False,False,False,False,32765,False
75,1,1,0.8001802238004657,False,correct,False,False,True,True,True,True,False,False,3961,True
369,1,0,0.4115851952986261,True,FN,False,False,True,False,False,False,False,False,3619,False
336,1,1,0.8804495979772828,False,correct,False,True,True,False,False,False,False,False,3640,False
516,0,0,0.4894077866023809,False,correct,False,False,False,False,False,False,False,False,768,False
360,1,1,0.5463556350890086,False,correct,False,False,True,False,False,False,False,False,32765,False
446,0,0,0.0234810416618126,False,correct,False,False,True,False,False,False,False,False,4391,False
731,1,1,0.6891603514633827,False,correct,False,False,True,False,False,False,False,False,1412,False
160,1,1,0.7157494588726198,False,correct,False,False,True,True,True,True,False,False,2049,True
720,1,1,0.8851600056079639,False,correct,False,True,True,False,False,False,False,False,11252,False
410,1,1,0.5408198463154078,False,correct,False,False,True,False,False,False,False,False,32765,False
163,1,1,0.728647481194655,False,correct,False,False,True,True,True,True,False,False,1993,True
250,1,1,0.9016462820317632,False,correct,False,False,True,False,False,False,False,False,32765,False
634,1,1,0.7808984474393051,False,correct,False,False,True,False,False,False,False,False,32765,False
347,0,0,0.0227591898048551,False,correct,False,False,True,False,False,False,False,False,1975,False
36,1,1,0.9815991490780028,False,correct,False,False,True,True,True,True,False,False,3987,True
439,0,0,0.0991542435931714,False,correct,False,False,True,False,False,False,False,False,7207,False
518,1,1,0.9424680994425936,False,correct,False,True,True,False,False,False,False,False,2612,False
380,0,0,0.211431662613261,False,correct,False,False,True,False,False,False,False,False,32765,False
127,1,0,0.1363270434875647,True,FN,True,False,True,True,True,True,True,False,4057,True
200,1,1,0.8876918807420969,False,correct,False,False,True,True,True,True,False,False,4634,True
589,1,1,0.8277295699192706,False,correct,False,False,True,False,False,False,False,False,32765,False
704,0,0,0.0030991669103829,False,correct,True,False,True,False,False,False,False,False,6290,False
465,0,1,0.9780055399054683,True,FP,False,True,True,False,False,False,False,False,9717,False
669,1,1,0.8323918059703357,False,correct,False,True,True,False,False,False,False,False,12676,False
453,1,1,0.7495098834954401,False,correct,False,False,True,False,False,False,False,False,10042,False
620,1,1,0.9575930855944258,False,correct,False,True,True,False,False,False,False,False,6332,False
94,1,1,0.7983869904236042,False,correct,True,False,True,True,True,True,False,False,2272,True
205,1,1,0.9324781884117884,False,correct,False,False,True,True,True,True,False,False,4529,True
330,0,0,0.1299331278267717,False,correct,False,False,True,False,False,False,False,False,32765,False
535,0,0,0.493010632722391,False,correct,False,False,True,False,False,False,False,False,32765,False
4,0,0,0.4692599057144616,False,correct,False,False,True,True,True,True,False,False,3983,True
211,1,1,0.9030159852472074,False,correct,False,False,True,True,True,True,False,False,4529,True
86,0,0,0.4027578454703658,False,correct,True,False,True,True,True,True,False,False,3590,True
601,1,0,0.0294745337470782,True,FN,False,False,True,False,False,False,False,False,3174,False
787,0,0,0.126251657336458,False,correct,False,False,True,False,False,False,False,False,26986,False
148,0,0,0.3747798315426721,False,correct,False,False,True,True,True,True,False,False,2144,True
339,1,1,0.8915564478763985,False,correct,False,True,True,False,False,False,False,False,3640,False
856,1,1,0.7048328256253181,False,correct,False,False,True,True,True,True,False,False,1765,True
386,1,1,0.6606196419665301,False,correct,False,False,True,False,False,False,False,False,32765,False
819,1,1,0.5653351166145726,False,correct,False,False,True,False,False,False,False,False,26986,False
782,1,1,0.6264040375822763,False,correct,False,False,True,False,False,False,False,False,1322,False
825,1,0,0.1429734599074459,True,FN,False,False,False,False,False,False,False,False,597,False
194,1,1,0.9314529844345734,False,correct,False,False,True,True,True,True,False,False,4634,True
69,1,1,0.9816072342918248,False,correct,False,False,True,True,True,True,False,False,3961,True
415,1,1,0.9712309744879684,False,correct,False,True,True,False,False,False,False,False,5963,False
478,1,1,0.9017343771580236,False,correct,False,False,True,False,False,False,False,False,32765,False
134,1,0,0.3713203051472212,True,FN,False,False,True,True,True,True,False,False,2394,True
462,1,1,0.8814906369363925,False,correct,False,False,True,False,False,False,False,False,9717,False
575,0,0,0.3278096963908392,False,correct,False,False,True,False,False,False,False,False,4713,False
438,1,1,0.9301562351267078,False,correct,False,True,True,False,False,False,False,False,7207,False
519,0,0,0.1650789582794503,False,correct,False,False,True,False,False,False,False,False,2612,False
140,1,1,0.5901228773118578,False,correct,False,False,True,True,True,True,False,False,2512,True
72,1,1,0.8256125852918198,False,correct,False,False,True,True,True,True,False,False,3961,True
651,1,0,0.0261999429454091,True,FN,False,False,True,False,False,False,False,False,3665,False
459,1,1,0.6103955697069608,False,correct,False,False,True,False,False,False,False,False,10042,False
851,1,0,0.4441496953305894,True,FN,False,False,True,False,False,False,False,False,10156,False
432,0,0,0.1475117054008357,False,correct,False,False,True,False,False,False,False,False,32765,False
262,0,0,0.3059560651627692,False,correct,False,False,True,False,False,False,False,False,2966,False
814,0,0,0.2807347414927774,False,correct,False,False,True,False,False,False,False,False,26986,False
499,1,0,0.4739603923518774,True,FN,False,False,True,False,False,False,False,False,32765,False
332,0,1,0.6459553662091021,True,FP,False,False,True,False,False,False,False,False,32765,False
541,1,1,0.8978981957355838,False,correct,False,False,True,False,False,False,False,False,32765,False
521,1,1,0.9510523816743752,False,correct,False,True,True,False,False,False,False,False,2612,False
417,0,0,0.1823018163326935,False,correct,False,False,True,False,False,False,False,False,5963,False
497,1,1,0.5418890432457094,False,correct,False,False,True,False,False,False,False,False,32765,False
202,1,1,0.9408580259418262,False,correct,False,False,True,True,True,True,False,False,4634,True
283,0,0,0.4448683480217802,False,correct,False,False,True,False,False,False,False,False,5014,False
813,0,0,0.1817411150844907,False,correct,False,False,True,False,False,False,False,False,26986,False
545,1,0,0.225498388499572,True,FN,False,False,True,False,False,False,False,False,7485,False
301,0,1,0.6406058137269637,True,FP,False,False,True,False,False,False,False,False,32765,False
828,0,1,0.7365018794096976,True,FP,False,False,True,False,False,False,False,False,2782,False
592,1,1,0.7837078860173651,False,correct,False,False,True,False,False,False,False,False,12278,False
85,0,0,0.1651192435190706,False,correct,True,False,True,True,True,True,False,False,1178,True
293,1,1,0.7234949764910149,False,correct,False,False,True,False,False,False,False,False,15553,False
362,1,1,0.9976920676792402,False,correct,False,False,True,False,False,False,False,False,3619,False
166,1,1,0.729374259315267,False,correct,False,False,True,True,True,True,False,False,1942,True
271,1,1,0.7639428872278361,False,correct,False,False,True,False,False,False,False,False,11283,False
0,0,1,0.7328219372080269,True,FP,False,False,True,True,True,False,False,False,2520,True
391,1,1,0.9674857983799204,False,correct,False,True,True,False,False,False,False,False,7446,False
10,0,0,0.3758395105896215,False,correct,False,False,True,True,True,True,False,False,4666,True
587,1,1,0.6353576580400538,False,correct,False,False,True,False,False,False,False,False,32765,False
594,0,0,0.1675276685764593,False,correct,False,False,True,False,False,False,False,False,12278,False
621,1,0,0.3014682355575095,True,FN,False,False,True,False,False,False,False,False,6332,False
144,1,0,0.3360548271060382,True,FN,False,False,True,True,True,True,False,False,2447,True
189,1,1,0.8881620090719893,False,correct,False,False,True,True,True,True,False,False,4498,True
501,1,1,0.9062675087347888,False,correct,False,False,True,False,False,False,False,False,32765,False
817,0,0,0.4944470558875323,False,correct,False,False,True,False,False,False,False,False,26986,False
317,0,0,0.1712105767233064,False,correct,False,False,True,False,False,False,False,False,2131,False
312,0,0,0.1281126348283575,False,correct,False,False,True,False,False,False,False,False,2131,False
259,1,1,0.8961003493700116,False,correct,False,False,True,False,False,False,False,False,32765,False
436,1,1,0.653624917755483,False,correct,False,False,True,False,False,False,False,False,32765,False
80,0,0,0.074626939071101,False,correct,True,False,True,True,True,True,False,False,1234,True
758,0,0,0.3482383322252559,False,correct,False,False,True,False,False,False,False,False,5677,False
387,1,1,0.9391823256657172,False,correct,False,False,True,False,False,False,False,False,7446,False
697,0,0,0.2186707051028864,False,correct,False,False,True,False,False,False,False,False,5738,False
619,0,1,0.9942663781644616,True,FP,False,True,True,False,False,False,False,False,6332,False
25,1,1,0.989350192705675,False,correct,False,False,True,True,True,True,False,False,3983,True
220,1,1,0.5807040152137144,False,correct,False,False,True,True,True,True,False,False,4502,True
608,0,1,0.6058464438703324,True,FP,False,False,True,False,False,False,False,False,32765,False
809,1,1,0.6940081180593847,False,correct,False,False,True,False,False,False,False,False,26986,False
390,1,1,0.8829917804433517,False,correct,False,True,True,False,False,False,False,False,7446,False
273,1,0,0.3094927756080794,True,FN,False,False,True,False,False,False,False,False,3925,False
441,1,1,0.9763346007308322,False,correct,False,True,True,False,False,False,False,False,7207,False
512,1,1,0.7622071071197294,False,correct,False,False,True,False,False,False,False,False,13157,False
536,1,1,0.6619088914608726,False,correct,False,False,True,False,False,False,False,False,32765,False
667,1,1,0.8927548108113402,False,correct,False,True,True,False,False,False,False,False,12676,False
41,1,1,0.9139306908461444,False,correct,False,False,True,True,True,True,False,False,3987,True
79,1,1,0.9788463944187662,False,correct,False,False,True,True,True,True,False,False,3961,True
742,1,1,0.8986786573243787,False,correct,False,False,True,False,False,False,False,False,32765,False
37,1,1,0.9914346333553832,False,correct,False,False,True,True,True,True,False,False,3987,True
846,1,1,0.994734611037012,False,correct,False,True,True,False,False,False,False,False,10156,False
618,1,0,0.4026002602046701,True,FN,False,False,True,False,False,False,False,False,6332,False
197,1,1,0.8640549545979994,False,correct,False,False,True,True,True,True,False,False,4634,True
71,1,1,0.976715616900658,False,correct,False,False,True,True,True,True,False,False,3961,True
424,1,1,0.5209536898360659,False,correct,False,False,True,False,False,False,False,False,1408,False
178,1,1,0.8878447767991102,False,correct,False,False,True,True,True,True,False,False,4486,True
649,1,1,0.6119570141917067,False,correct,False,False,True,False,False,False,False,False,6133,False
6,1,1,0.7972559150006073,False,correct,True,False,True,True,True,True,False,False,3797,True
537,1,1,0.7341761534039967,False,correct,False,False,True,False,False,False,False,False,32765,False
375,1,0,0.3924079804692193,True,FN,False,False,True,False,False,False,False,False,4371,False
549,1,1,0.6243285228610196,False,correct,False,False,True,False,False,False,False,False,7485,False
167,1,1,0.8462860649032274,False,correct,False,False,True,True,True,True,False,False,1809,True
671,0,0,0.3812090412974871,False,correct,False,False,True,False,False,False,False,False,12676,False
196,1,1,0.6222556105818347,False,correct,False,False,True,True,True,True,False,False,4634,True
55,1,1,0.9640483695172692,False,correct,False,False,True,True,True,True,False,False,3953,True
781,0,0,0.0029699684803018,False,correct,True,False,True,False,False,False,False,False,5999,False
139,0,0,0.3470651958345007,False,correct,False,False,True,True,True,True,False,False,2535,True
474,0,1,0.5713888784473298,True,FP,False,False,True,False,False,False,False,False,1794,False
475,0,0,0.378698764327118,False,correct,False,False,False,False,False,False,False,False,3138,False
155,0,1,0.917216010013306,True,FP,False,False,True,True,True,True,False,False,2058,True
303,0,0,0.211431662613261,False,correct,False,False,True,False,False,False,False,False,32765,False
289,1,1,0.9679829200076304,False,correct,False,True,False,False,False,False,False,False,1712,False
502,1,1,0.8667529695808587,False,correct,False,False,True,False,False,False,False,False,32765,False
384,0,1,0.5697325129608701,True,FP,False,False,True,False,False,False,False,False,32765,False
772,0,0,0.2403489209610616,False,correct,False,False,True,False,False,False,False,False,7209,False
585,1,1,0.5418890432457094,False,correct,False,False,True,False,False,False,False,False,32765,False
712,0,1,0.6184292994368574,True,FP,False,False,True,False,False,False,False,False,32765,False
843,1,1,0.6200937785501865,False,correct,False,False,True,False,False,False,False,False,8580,False
661,0,0,0.2277728679069554,False,correct,False,False,True,False,False,False,False,False,9107,False
374,1,1,0.7986354014465373,False,correct,False,False,True,False,False,False,False,False,1819,False
442,0,0,0.165488365255973,False,correct,False,False,True,False,False,False,False,False,7207,False
612,0,0,0.4761094562928965,False,correct,False,False,True,False,False,False,False,False,32765,False
147,1,1,0.5112339057537687,False,correct,False,False,True,True,True,True,False,False,2144,True
837,0,0,0.3703932271765504,False,correct,False,False,True,False,False,False,False,False,8580,False
764,0,0,0.3042106912755067,False,correct,False,False,True,False,False,False,False,False,26986,False
681,1,1,0.7872380097969564,False,correct,False,False,True,False,False,False,False,False,32765,False
288,1,1,0.9917201652955856,False,correct,False,True,False,False,False,False,False,False,1712,False
404,0,0,0.149558299206384,False,correct,False,False,True,False,False,False,False,False,32765,False
788,0,0,0.1905318764826362,False,correct,False,False,True,False,False,False,False,False,26986,False
13,1,0,0.1322517429905976,True,FN,False,False,True,True,True,True,False,True,2815,True
