feature,coefficient,abs_coefficient,category
narrative_tfidf__ежедневно,-0.12688761408062607,0.12688761408062607,lexical
narrative_tfidf__мокрота,-0.1267258892417403,0.1267258892417403,lexical
narrative_tfidf__лёгочный,0.12672443688714966,0.12672443688714966,lexical
narrative_tfidf__голень,0.12661793005077795,0.12661793005077795,lexical
narrative_tfidf__отхождение,0.12650499808333263,0.12650499808333263,lexical
narrative_tfidf__длт,0.12650499808333263,0.12650499808333263,lexical
narrative_tfidf__железа,-0.1264129280045086,0.1264129280045086,lexical
narrative_tfidf__нарушение,0.12641025779765977,0.12641025779765977,lexical
narrative_tfidf__ся,-0.12634401535411427,0.12634401535411427,lexical
narrative_tfidf__положить,0.12603650163666813,0.12603650163666813,lexical
narrative_tfidf__кисточка,0.1258359882500687,0.1258359882500687,lexical
narrative_tfidf__применение,0.12540853535825236,0.12540853535825236,lexical
narrative_tfidf__считаться,-0.12533730152939004,0.12533730152939004,lexical
narrative_tfidf__поддерживать,-0.12533730152939004,0.12533730152939004,lexical
narrative_tfidf__человек,-0.12533730152939004,0.12533730152939004,lexical
narrative_tfidf__этот,-0.12533730152939004,0.12533730152939004,lexical
narrative_tfidf__чдд,0.12528539634111235,0.12528539634111235,lexical
narrative_tfidf__стрия,0.12492707457499067,0.12492707457499067,lexical
narrative_tfidf__выброс,0.12456698300360344,0.12456698300360344,lexical
narrative_tfidf__средне,0.12449517757289885,0.12449517757289885,lexical
narrative_tfidf__суточный,0.12430362055437084,0.12430362055437084,lexical
narrative_tfidf__получение,-0.12403350182746804,0.12403350182746804,lexical
narrative_tfidf__ромберг,0.12369435053763933,0.12369435053763933,lexical
narrative_tfidf__поза,0.12369435053763933,0.12369435053763933,lexical
narrative_tfidf__придаток,-0.12359174490779784,0.12359174490779784,lexical
narrative_tfidf__относительный,0.12355919610618502,0.12355919610618502,lexical
narrative_tfidf__целевой,-0.12334487310968452,0.12334487310968452,lexical
narrative_tfidf__память,0.12297300270821808,0.12297300270821808,lexical
narrative_tfidf__слабость,-0.12274144681436011,0.12274144681436011,lexical
narrative_tfidf__рт,0.12273849638939588,0.12273849638939588,lexical
narrative_tfidf__лпнп,0.12264846988125373,0.12264846988125373,lexical
narrative_tfidf__количество,-0.12256967185712812,0.12256967185712812,lexical
narrative_tfidf__единичный,0.12249202626553551,0.12249202626553551,lexical
narrative_tfidf__тромбоасса,0.12240912024033733,0.12240912024033733,lexical
narrative_tfidf__мягкий,-0.12238350938893475,0.12238350938893475,lexical
narrative_tfidf__провоцировать,-0.12224956239780468,0.12224956239780468,lexical
narrative_tfidf__проводить,-0.12215335820662744,0.12215335820662744,lexical
narrative_tfidf__тонометр,0.12191898136556562,0.12191898136556562,lexical
narrative_tfidf__заживать,0.12177595793616465,0.12177595793616465,lexical
narrative_tfidf__новообразование,0.12177595793616465,0.12177595793616465,lexical
narrative_tfidf__натяжение,0.12177595793616465,0.12177595793616465,lexical
narrative_tfidf__рудец,0.12177595793616465,0.12177595793616465,lexical
narrative_tfidf__болезный,0.12177595793616465,0.12177595793616465,lexical
narrative_tfidf__хеликобактёр,-0.12141734375804349,0.12141734375804349,lexical
narrative_tfidf__пища,-0.12137274322914562,0.12137274322914562,lexical
narrative_tfidf__глотка,0.12128367976440577,0.12128367976440577,lexical
narrative_tfidf__глюкоза,0.12120768215938273,0.12120768215938273,lexical
narrative_tfidf__принять,0.1204968277309629,0.1204968277309629,lexical
narrative_tfidf__ноющий,-0.12028829552173573,0.12028829552173573,lexical
narrative_tfidf__забол,-0.12027461551922086,0.12027461551922086,lexical
narrative_tfidf__ограничить,-0.12015903734773155,0.12015903734773155,lexical
narrative_tfidf__атрофический,0.12009009290090025,0.12009009290090025,lexical
narrative_tfidf__через,-0.12007118899507417,0.12007118899507417,lexical
narrative_tfidf__плечо,0.11970618038238028,0.11970618038238028,lexical
narrative_tfidf__тянущий,-0.11957884210299267,0.11957884210299267,lexical
narrative_tfidf__погрешность,-0.11923025050738513,0.11923025050738513,lexical
narrative_tfidf__гладкий,0.1187759228063179,0.1187759228063179,lexical
narrative_tfidf__утром,0.11870804078224638,0.11870804078224638,lexical
narrative_tfidf__вес,0.11868852670803688,0.11868852670803688,lexical
narrative_tfidf__хсн,0.1184771203970988,0.1184771203970988,lexical
narrative_tfidf__октябрь,0.11835305554548817,0.11835305554548817,lexical
narrative_tfidf__терапия,-0.11771145983067413,0.11771145983067413,clinical terms
narrative_tfidf__участвовать,0.11760947861478241,0.11760947861478241,lexical
narrative_tfidf__месалазин,-0.117395962061297,0.117395962061297,lexical
narrative_tfidf__экспертный,-0.11680058925953989,0.11680058925953989,lexical
narrative_tfidf__отметить,-0.11662829773874003,0.11662829773874003,lexical
narrative_tfidf__средний,-0.1163667703342781,0.1163667703342781,lexical
narrative_tfidf__ускорение,-0.11626979271339569,0.11626979271339569,lexical
narrative_tfidf__индекс,0.11612979652763443,0.11612979652763443,lexical
narrative_tfidf__фрукт,-0.11603439390999695,0.11603439390999695,lexical
narrative_tfidf__овощ,-0.11603439390999695,0.11603439390999695,lexical
title_tfidf__органосохранять,-0.1159027526842863,0.1159027526842863,lexical
title_tfidf__оперативный,-0.1159027526842863,0.1159027526842863,lexical
narrative_tfidf__рвота,-0.1157025356780577,0.1157025356780577,lexical
narrative_tfidf__температура,-0.11565067860263033,0.11565067860263033,lexical
narrative_tfidf__чувство,0.11534846332246226,0.11534846332246226,lexical
narrative_tfidf__пульмонолог,-0.1152722777890072,0.1152722777890072,lexical
narrative_tfidf__диагностировать,-0.1152722777890072,0.1152722777890072,lexical
narrative_tfidf__эпизодически,-0.1152722777890072,0.1152722777890072,lexical
narrative_tfidf__аллерголог,-0.1152722777890072,0.1152722777890072,lexical
narrative_tfidf__учёт,0.11514715880317962,0.11514715880317962,lexical
narrative_tfidf__состоять,0.11514715880317962,0.11514715880317962,lexical
narrative_tfidf__дальнейший,0.11507842166720035,0.11507842166720035,lexical
narrative_tfidf__гормон,-0.11490248103853871,0.11490248103853871,lexical
narrative_tfidf__экстрасистола,0.11346089244191564,0.11346089244191564,lexical
narrative_tfidf__престариум,-0.1133777766450911,0.1133777766450911,lexical
narrative_tfidf__ад,0.11334787759184563,0.11334787759184563,lexical
narrative_tfidf__мы,0.11295890551015594,0.11295890551015594,lexical
narrative_tfidf__ротоглотка,0.11264682495945098,0.11264682495945098,lexical
narrative_tfidf__амилаза,0.11258360899032444,0.11258360899032444,lexical
narrative_tfidf__хронический,0.11154771872960689,0.11154771872960689,lexical
narrative_tfidf__цель,0.11113334585588146,0.11113334585588146,lexical
narrative_tfidf__физиотенз,0.1111292950133036,0.1111292950133036,lexical
narrative_tfidf__ведение,0.11089857504190678,0.11089857504190678,lexical
narrative_tfidf__катаральный,-0.1108742925845409,0.1108742925845409,lexical
narrative_tfidf__масса,0.11054329667214899,0.11054329667214899,lexical
narrative_tfidf__локп,-0.11003640966718685,0.11003640966718685,lexical
narrative_tfidf__возраст,0.10912185091940932,0.10912185091940932,lexical
narrative_tfidf__таз,-0.10899995004538814,0.10899995004538814,lexical
narrative_tfidf__выявление,0.10887401920324324,0.10887401920324324,lexical
narrative_tfidf__толстой,-0.10878396934021337,0.10878396934021337,lexical
narrative_tfidf__просыпаться,-0.10862759823143399,0.10862759823143399,lexical
narrative_tfidf__втянутый,-0.10862432903604974,0.10862432903604974,lexical
title_tfidf__кишка,-0.10858376657112802,0.10858376657112802,lexical
narrative_tfidf__розувастатин,0.10855134258218475,0.10855134258218475,lexical
narrative_tfidf__достижение,-0.10843220800226062,0.10843220800226062,lexical
narrative_tfidf__коррекция,-0.10823374984677395,0.10823374984677395,lexical
narrative_tfidf__примесь,0.10820686731942916,0.10820686731942916,lexical
narrative_tfidf__ряд,-0.10801501764170163,0.10801501764170163,lexical
narrative_tfidf__спазмировать,-0.1078667871025505,0.1078667871025505,lexical
narrative_tfidf__принмаять,-0.1078206390012828,0.1078206390012828,lexical
narrative_tfidf__хвостек,0.10777394619830333,0.10777394619830333,lexical
narrative_tfidf__профиль,-0.10760952854500157,0.10760952854500157,lexical
narrative_tfidf__оак,-0.10737511984575408,0.10737511984575408,lexical
narrative_tfidf__омт,-0.10642236368914448,0.10642236368914448,lexical
narrative_tfidf__скл,-0.10586686271482236,0.10586686271482236,lexical
narrative_tfidf__нормостеник,-0.10586686271482236,0.10586686271482236,lexical
narrative_tfidf__кнаружи,-0.10586686271482236,0.10586686271482236,lexical
narrative_tfidf__гиперестезия,-0.10586686271482236,0.10586686271482236,lexical
narrative_tfidf__прекордиальный,-0.10586686271482236,0.10586686271482236,lexical
narrative_tfidf__сместить,-0.10586686271482236,0.10586686271482236,lexical
narrative_tfidf__сп,-0.10576329966361003,0.10576329966361003,lexical
narrative_tfidf__обращение,0.10558368300973892,0.10558368300973892,lexical
narrative_tfidf__обнаружить,0.1053873994257385,0.1053873994257385,lexical
narrative_tfidf__связывать,-0.10524416308182061,0.10524416308182061,lexical
narrative_tfidf__установленный,0.10510987286146804,0.10510987286146804,lexical
narrative_tfidf__предыдущий,0.10510987286146804,0.10510987286146804,lexical
narrative_tfidf__медикамент,0.10510987286146804,0.10510987286146804,lexical
narrative_tfidf__вид,-0.10509775405043299,0.10509775405043299,lexical
narrative_tfidf__вечер,0.10487097940309058,0.10487097940309058,lexical
narrative_tfidf__актуализировать,-0.10463947347430737,0.10463947347430737,lexical
narrative_tfidf__где,0.10461330130118524,0.10461330130118524,lexical
narrative_tfidf__плёнка,0.10448628629083916,0.10448628629083916,lexical
narrative_tfidf__боллезнь,0.10448628629083916,0.10448628629083916,lexical
narrative_tfidf__нёбный,0.10448628629083916,0.10448628629083916,lexical
narrative_tfidf__кортизола,0.10448628629083916,0.10448628629083916,lexical
narrative_tfidf__почеиспускание,0.10448628629083916,0.10448628629083916,lexical
narrative_tfidf__терминальный,0.10448628629083916,0.10448628629083916,lexical
narrative_tfidf__опертивный,0.10448628629083916,0.10448628629083916,lexical
narrative_tfidf__учашенный,0.10448628629083916,0.10448628629083916,lexical
narrative_tfidf__болезненно,0.10448628629083916,0.10448628629083916,lexical
narrative_tfidf__зернистость,0.10448628629083916,0.10448628629083916,lexical
narrative_tfidf__илеит,0.10448628629083916,0.10448628629083916,lexical
narrative_tfidf__зкз,0.10448628629083916,0.10448628629083916,lexical
narrative_tfidf__инъецировать,0.10448628629083916,0.10448628629083916,lexical
narrative_tfidf__скф,0.10443716939133645,0.10443716939133645,lexical
narrative_tfidf__диета,-0.10396279832283867,0.10396279832283867,lexical
narrative_tfidf__право,0.10318847931370936,0.10318847931370936,lexical
title_tfidf__хирургический,-0.1028245341477651,0.1028245341477651,clinical terms
narrative_tfidf__она,-0.1025040451523611,0.1025040451523611,lexical
narrative_tfidf__значит,-0.1025040451523611,0.1025040451523611,lexical
narrative_tfidf__ама,-0.1025040451523611,0.1025040451523611,lexical
narrative_tfidf__действовать,-0.1025040451523611,0.1025040451523611,lexical
narrative_tfidf__вещество,-0.1025040451523611,0.1025040451523611,lexical
narrative_tfidf__использование,-0.10232747687613945,0.10232747687613945,lexical
narrative_tfidf__мочиться,0.10227479538347932,0.10227479538347932,lexical
narrative_tfidf__витамин,-0.10215561848191738,0.10215561848191738,lexical
narrative_tfidf__обострение,-0.10213244174920927,0.10213244174920927,lexical
narrative_tfidf__зоб,-0.10198918730417726,0.10198918730417726,lexical
narrative_tfidf__перинева,0.10185882847426922,0.10185882847426922,lexical
narrative_tfidf__зев,-0.10185274726540497,0.10185274726540497,lexical
narrative_tfidf__состояние,0.10181955563209907,0.10181955563209907,lexical
narrative_tfidf__уточнить,0.10180332239842592,0.10180332239842592,lexical
narrative_tfidf__счёт,-0.10131612811476332,0.10131612811476332,lexical
narrative_tfidf__тракт,0.10054418159493313,0.10054418159493313,lexical
narrative_tfidf__объём,-0.10053759329891081,0.10053759329891081,lexical
narrative_tfidf__призывный,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__резекция,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__всязь,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__конфигурация,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__чередоваться,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__энтеростомия,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__комиссия,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__флюрография,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__защита,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__тощий,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__грыжа,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__ый,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__дний,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__температурить,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__географический,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__прививка,0.10013751670203824,0.10013751670203824,lexical
narrative_tfidf__нормостенический,0.1000714552186229,0.1000714552186229,lexical
narrative_tfidf__понижение,0.09993858681221303,0.09993858681221303,lexical
narrative_tfidf__астма,-0.09983503117936474,0.09983503117936474,lexical
narrative_tfidf__послеоперационный,0.09975273020205092,0.09975273020205092,lexical
narrative_tfidf__назначение,0.09967953232059865,0.09967953232059865,lexical
narrative_tfidf__гемор,-0.09966829288274148,0.09966829288274148,lexical
narrative_tfidf__кищшечник,-0.09966829288274148,0.09966829288274148,lexical
narrative_tfidf__болезньюкрон,-0.09966829288274148,0.09966829288274148,lexical
narrative_tfidf__ет,-0.09966829288274148,0.09966829288274148,lexical
narrative_tfidf__раз,-0.09923614457819598,0.09923614457819598,lexical
narrative_tfidf__звук,0.0991734912640703,0.0991734912640703,lexical
narrative_tfidf__гб,0.09897412950597355,0.09897412950597355,lexical
narrative_tfidf__цилиндрический,-0.09817149501013674,0.09817149501013674,lexical
narrative_tfidf__сейчас,0.09807135911844168,0.09807135911844168,lexical
narrative_tfidf__деж,0.09792246080574649,0.09792246080574649,lexical
narrative_tfidf__ан,0.09792246080574649,0.09792246080574649,lexical
narrative_tfidf__холангит,-0.09786438151909185,0.09786438151909185,lexical
narrative_tfidf__индуцировать,-0.09786438151909185,0.09786438151909185,lexical
narrative_tfidf__минимальный,0.09756742007639956,0.09756742007639956,lexical
narrative_tfidf__болевой,-0.09722128171745384,0.09722128171745384,lexical
narrative_tfidf__купироваться,-0.09683724418357677,0.09683724418357677,lexical
narrative_tfidf__неуточненный,-0.09683724418357677,0.09683724418357677,lexical
narrative_tfidf__срок,-0.09673122231792805,0.09673122231792805,lexical
narrative_tfidf__значимый,-0.09650099305638711,0.09650099305638711,lexical
narrative_tfidf__орита,0.09646159096010183,0.09646159096010183,lexical
narrative_tfidf__гть,0.09646159096010183,0.09646159096010183,lexical
narrative_tfidf__дренаж,0.09646159096010183,0.09646159096010183,lexical
narrative_tfidf__подготовить,0.09646159096010183,0.09646159096010183,lexical
narrative_tfidf__трансфузия,0.09646159096010183,0.09646159096010183,lexical
narrative_tfidf__интенсивный,0.09646159096010183,0.09646159096010183,lexical
narrative_tfidf__санация,0.09646159096010183,0.09646159096010183,lexical
narrative_tfidf__плазмый,0.09646159096010183,0.09646159096010183,lexical
narrative_tfidf__таблетка,-0.09602473151818793,0.09602473151818793,lexical
narrative_tfidf__горло,-0.09575618193842496,0.09575618193842496,lexical
narrative_tfidf__патология,0.095709466441007,0.095709466441007,clinical terms
narrative_tfidf__ходить,-0.09566843938360714,0.09566843938360714,lexical
narrative_tfidf__мес,-0.0953918274929075,0.0953918274929075,lexical
narrative_tfidf__pso,0.09510840463307194,0.09510840463307194,lexical
narrative_tfidf__назначить,-0.09509800536484249,0.09509800536484249,lexical
narrative_tfidf__мкмоль,0.09508827201524453,0.09508827201524453,lexical
narrative_tfidf__локца,-0.09467035752244138,0.09467035752244138,lexical
narrative_tfidf__поваренный,-0.09460230506752651,0.09460230506752651,lexical
title_tfidf__мочекаменный,0.09451061788400256,0.09451061788400256,lexical
narrative_tfidf__направление,0.09431075584284762,0.09431075584284762,lexical
narrative_tfidf__интерпретация,0.09431075584284762,0.09431075584284762,lexical
narrative_tfidf__записать,0.09431075584284762,0.09431075584284762,lexical
narrative_tfidf__билирубин,0.09427551023120448,0.09427551023120448,lexical
narrative_tfidf__надчревный,0.0941085435624318,0.0941085435624318,lexical
narrative_tfidf__рвд,0.0941085435624318,0.0941085435624318,lexical
narrative_tfidf__пантопрозола,0.0941085435624318,0.0941085435624318,lexical
narrative_tfidf__мгпо,0.0941085435624318,0.0941085435624318,lexical
narrative_tfidf__маалокс,0.0941085435624318,0.0941085435624318,lexical
narrative_tfidf__пастернаский,0.0941085435624318,0.0941085435624318,lexical
narrative_tfidf__амокициклин,0.0941085435624318,0.0941085435624318,lexical
narrative_tfidf__серый,0.0941085435624318,0.0941085435624318,lexical
narrative_tfidf__купирование,-0.09406248458095794,0.09406248458095794,lexical
narrative_tfidf__чесотка,0.09403852384783998,0.09403852384783998,lexical
narrative_tfidf__генетический,0.0939174102117258,0.0939174102117258,lexical
narrative_tfidf__возбудитель,0.0939174102117258,0.0939174102117258,lexical
narrative_tfidf__затем,0.09390964301456782,0.09390964301456782,lexical
narrative_tfidf__тонус,0.09381431247597911,0.09381431247597911,lexical
narrative_tfidf__фв,0.09378902388393912,0.09378902388393912,lexical
narrative_tfidf__клинический,-0.09377952140465631,0.09377952140465631,lexical
narrative_tfidf__настоящий,0.09366155132159978,0.09366155132159978,lexical
narrative_tfidf__опред,-0.09349529758133504,0.09349529758133504,lexical
narrative_tfidf__нарушенный,0.09336847375480621,0.09336847375480621,lexical
narrative_tfidf__ретмичный,0.09336847375480621,0.09336847375480621,lexical
narrative_tfidf__эффективно,0.09336847375480621,0.09336847375480621,lexical
narrative_tfidf__отсутсвие,0.09336847375480621,0.09336847375480621,lexical
narrative_tfidf__вялость,0.09336847375480621,0.09336847375480621,lexical
narrative_tfidf__спойной,0.09336847375480621,0.09336847375480621,lexical
narrative_tfidf__род,0.09336847375480621,0.09336847375480621,lexical
narrative_tfidf__переферический,0.09336847375480621,0.09336847375480621,lexical
narrative_tfidf__твёрдый,0.09336847375480621,0.09336847375480621,lexical
narrative_tfidf__диспансерноу,0.09336847375480621,0.09336847375480621,lexical
narrative_tfidf__лс,0.09284025171646715,0.09284025171646715,lexical
narrative_tfidf__животное,-0.09283945105655038,0.09283945105655038,lexical
narrative_tfidf__лабильность,0.0927232935913335,0.0927232935913335,lexical
narrative_tfidf__базисный,0.09234925690405443,0.09234925690405443,lexical
narrative_tfidf__нед,0.09229705757401144,0.09229705757401144,lexical
narrative_tfidf__конический,-0.09228377836399601,0.09228377836399601,lexical
narrative_tfidf__первичный,-0.09226900873988514,0.09226900873988514,lexical
narrative_tfidf__сыпь,0.09213837538790572,0.09213837538790572,lexical
narrative_tfidf__бронхиальный,-0.09188890929587118,0.09188890929587118,lexical
narrative_tfidf__избыточно,-0.09184232970346348,0.09184232970346348,lexical
narrative_tfidf__эзетимиб,0.09180684018025301,0.09180684018025301,lexical
narrative_tfidf__основание,0.09173585159533876,0.09173585159533876,lexical
narrative_tfidf__гиперемиро,0.0911187733208249,0.0911187733208249,lexical
narrative_tfidf__постоянный,0.09104802710135995,0.09104802710135995,lexical
narrative_tfidf__фн,-0.09100750695241486,0.09100750695241486,lexical
narrative_tfidf__градус,-0.09100750695241486,0.09100750695241486,lexical
narrative_tfidf__tbs,-0.09100750695241486,0.09100750695241486,lexical
narrative_tfidf__регион,-0.09100750695241486,0.09100750695241486,lexical
narrative_tfidf__localis,-0.09100750695241486,0.09100750695241486,lexical
narrative_tfidf__неактивный,-0.09099186421039929,0.09099186421039929,lexical
narrative_tfidf__гистология,-0.09099186421039929,0.09099186421039929,lexical
narrative_tfidf__источник,-0.09099186421039929,0.09099186421039929,lexical
narrative_tfidf__отдых,-0.09095234277926549,0.09095234277926549,lexical
narrative_tfidf__лаб,-0.09095234277926549,0.09095234277926549,lexical
narrative_tfidf__физ,-0.09095234277926549,0.09095234277926549,lexical
narrative_tfidf__купиркета,-0.09095234277926549,0.09095234277926549,lexical
narrative_tfidf__гастроэнтеролог,-0.09093634533318522,0.09093634533318522,lexical
narrative_tfidf__кронать,-0.09087360137496771,0.09087360137496771,lexical
narrative_tfidf__нии,-0.09087360137496771,0.09087360137496771,lexical
narrative_tfidf__проктология,-0.09087360137496771,0.09087360137496771,lexical
narrative_tfidf__биотерапия,-0.09087360137496771,0.09087360137496771,lexical
narrative_tfidf__интрасфинктерный,-0.09087360137496771,0.09087360137496771,lexical
narrative_tfidf__подздошный,-0.09087360137496771,0.09087360137496771,lexical
narrative_tfidf__элн,-0.09087360137496771,0.09087360137496771,lexical
narrative_tfidf__прямой,-0.09087360137496771,0.09087360137496771,lexical
narrative_tfidf__нол,-0.09087246095083938,0.09087246095083938,lexical
narrative_tfidf__де,-0.09087246095083938,0.09087246095083938,lexical
narrative_tfidf__бады,-0.09063513382553572,0.09063513382553572,lexical
narrative_tfidf__коллега,-0.09044398865916468,0.09044398865916468,lexical
narrative_tfidf__знакомый,-0.09044398865916468,0.09044398865916468,lexical
narrative_tfidf__возникнуть,0.09036975196205958,0.09036975196205958,lexical
narrative_tfidf__стабильный,-0.09021605921991693,0.09021605921991693,lexical
narrative_tfidf__эпигастрия,-0.09015626192811498,0.09015626192811498,lexical
narrative_tfidf__происхождение,-0.0901328103999697,0.0901328103999697,lexical
narrative_tfidf__панкреатит,-0.0900736439077994,0.0900736439077994,lexical
title_tfidf__молочный,-0.08993257415191519,0.08993257415191519,lexical
title_tfidf__доброкачественный,-0.08993257415191519,0.08993257415191519,lexical
title_tfidf__ддмжа,-0.08993257415191519,0.08993257415191519,lexical
title_tfidf__дисплазия,-0.08993257415191519,0.08993257415191519,lexical
narrative_tfidf__сердцебиение,0.08972546585856855,0.08972546585856855,lexical
narrative_tfidf__рыба,-0.0897233897437016,0.0897233897437016,lexical
narrative_tfidf__сократимость,-0.0897233897437016,0.0897233897437016,lexical
narrative_tfidf__мжп,-0.0897233897437016,0.0897233897437016,lexical
narrative_tfidf__конец,0.08963567267266044,0.08963567267266044,lexical
narrative_tfidf__содержимое,0.08963567267266044,0.08963567267266044,lexical
narrative_tfidf__воз,0.08948414913009671,0.08948414913009671,lexical
narrative_tfidf__горечь,0.08893801742189068,0.08893801742189068,lexical
narrative_tfidf__амп,-0.08868312183749767,0.08868312183749767,lexical
narrative_tfidf__бледно,-0.08853797983362387,0.08853797983362387,lexical
narrative_tfidf__обращаться,0.08843806778333926,0.08843806778333926,lexical
narrative_tfidf__флора,-0.08802040897085957,0.08802040897085957,lexical
narrative_tfidf__уменьшение,-0.08802040897085957,0.08802040897085957,lexical
narrative_tfidf__метронидазола,-0.08802040897085957,0.08802040897085957,lexical
narrative_tfidf__анаэробный,-0.08802040897085957,0.08802040897085957,lexical
narrative_tfidf__anamnes,-0.08801306830026556,0.08801306830026556,lexical
narrative_tfidf__орви,-0.08797231807046502,0.08797231807046502,lexical
narrative_tfidf__соответствовать,-0.08797184977873862,0.08797184977873862,lexical
gender__gender_unknown,0.0879629282261629,0.0879629282261629,demographics
narrative_tfidf__наружный,-0.08786989800106569,0.08786989800106569,lexical
narrative_tfidf__тяжистотсить,0.08776668831340788,0.08776668831340788,lexical
narrative_tfidf__патололгия,0.08776668831340788,0.08776668831340788,lexical
narrative_tfidf__кишка,-0.08768481935226849,0.08768481935226849,lexical
narrative_tfidf__другой,-0.08747714531075049,0.08747714531075049,lexical
title_tfidf__применение,-0.0874021748059494,0.0874021748059494,lexical
title_tfidf__гипотиреоз,0.0870961417680106,0.0870961417680106,lexical
title_tfidf__щитовидный,0.0870961417680106,0.0870961417680106,lexical
narrative_tfidf__вопрос,0.08698032683347037,0.08698032683347037,lexical
narrative_tfidf__измерение,0.08696115231724423,0.08696115231724423,lexical
narrative_tfidf__потребление,0.08659337479572557,0.08659337479572557,lexical
narrative_tfidf__скопировать,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__гореть,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__фолиевый,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__ситуация,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__гальваноз,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__пакет,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__стоматологический,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__стоматология,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__диован,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__доктор,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__щека,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__металл,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__выставляться,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__вероятный,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__коснультация,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__нарине,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__раствор,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__кафедра,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__полоскание,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__разность,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__клебсиелла,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__биохимический,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__ухудшиться,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__порошок,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__феринжект,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__пятно,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__рецидивировать,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__вкус,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__микроскопически,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__взк,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__найти,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__бордовый,0.0865798994953651,0.0865798994953651,lexical
narrative_tfidf__век,0.0863697701708236,0.0863697701708236,lexical
narrative_tfidf__одутловатость,0.0863697701708236,0.0863697701708236,lexical
narrative_tfidf__пак,-0.08626937945572873,0.08626937945572873,lexical
narrative_tfidf__под,0.08619807983859601,0.08619807983859601,lexical
narrative_tfidf__усиливаться,0.08618948106556479,0.08618948106556479,lexical
narrative_tfidf__иногда,-0.08615989181564437,0.08615989181564437,lexical
narrative_tfidf__гиперстенический,0.08524952858516421,0.08524952858516421,lexical
narrative_tfidf__кашель,-0.08492115360741055,0.08492115360741055,lexical
narrative_tfidf__стационар,-0.08487281971564081,0.08487281971564081,lexical
narrative_tfidf__соэ,0.08484190027530952,0.08484190027530952,lexical
narrative_tfidf__обычный,-0.08457504027765249,0.08457504027765249,lexical
narrative_tfidf__полный,-0.08438327170740378,0.08438327170740378,lexical
narrative_tfidf__клетчатка,-0.08414527762893959,0.08414527762893959,lexical
narrative_tfidf__разжижение,0.08408465600431521,0.08408465600431521,lexical
narrative_tfidf__двенадцатиперстный,-0.0839304921661206,0.0839304921661206,lexical
narrative_tfidf__кардия,-0.0839304921661206,0.0839304921661206,lexical
narrative_tfidf__дужка,0.08381146583966573,0.08381146583966573,lexical
narrative_tfidf__живот,-0.08376794521648954,0.08376794521648954,lexical
narrative_tfidf__приниматься,0.0837185843240276,0.0837185843240276,lexical
narrative_tfidf__назначать,0.0837185843240276,0.0837185843240276,lexical
narrative_tfidf__один,-0.08336424447193903,0.08336424447193903,lexical
narrative_tfidf__смп,0.08315217912502774,0.08315217912502774,lexical
